kind,size,size_kb,path
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CoreRoutine.RTDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ContactsUI.ContactsViewService
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CoreHapticsTools.QLThumbnailExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.microsoft.OneDrive.FileProvider
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.IntelligentRoutingDiagnostic
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.RelativeMotion.TempestDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.PDFKit.PDFExtensionView
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.VoiceMemos.SpotlightIndexExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.intelligenceflow.IntelligenceFlowAppIntentsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.microsoft.edgemac.wdgExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.TV.TVStorageExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.das.DASDaemon.DuetDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.MiLoDiagnostic
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.ConnectivityDE
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.family.FAFollowupExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.WordOfTheDay
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.findmy
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.wallpaper.extension.ventura
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.SiriTimeInternal.AlarmIntentsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.iCloudQuota.ICQFollowup
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CD-DVD-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.wallpaper.agent.WallpaperIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.systempreferences.AboutSettingsIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ExtensionsPreferences
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.HIDSensingDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.TransparencySettingsIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.TranslationUIServices.TranslationUIService
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.IMDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.AppleBtcDiagnosis
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.ConnectivityWiFiDE
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.VideoSubscriberAccount.VideoSubscriberAccountUIFramework.AuthenticationExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.quicklook.thumbnail.ContactExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CoreSpotlight.ImportExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.GenerativeFunctions.GenerativeExperiencesRuntime.GenerativeModelsDiagnostics
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.WritingTools.WritingToolsAppIntentsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Date-Time-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.PassbookUIService.PeerPaymentMessagesExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.shortcuts
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.NetworkExtensionSettingsUI.NESettingsUIExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.shortcuts.QuickLookExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.priml.PFLMLHostPlugins.SiriMASPFLPush
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Game-Controller-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.AskToViewExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.iCal.CalendarNotificationContentExtention-OSX
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.PeopleMessageService.ScreenTime
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CloudDocs.MobileDocumentsFileProviderManaged
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ScreenSaver.Computer-Name
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.microsoft.Excel.widgetextension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ImagePlayground.NonUIExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.QuickLookUIFramework.QLPreviewGenerationExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.MarkupUI.MarkupPhotoExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.dp.PrivateFederatedLearning.DPMLRuntimePluginNonDnU
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.donotdisturb.DoNotDisturbAppIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.cloudos.PCCAgentClientExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.podcasts.MacQuicklookExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.HomeKitEvents.HomeKitEventsDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Notifications-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Classroom-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.MarkupUI.Markup
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.STMExtension.Trash
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.diagnosticextensions.osx.syslog
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.shortcuts.ThumbnailExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.vmware.hub.mac.PreviewExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.systempreferences.InternationalSettingsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ScreenSaver.Drift
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.STMExtension.iOSFiles
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.settings-intents.AirDropHandoffIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Home.PrivacySettingsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.STMExtension.Applications
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.parsec.HashtagImagesApp.HashtagImagesExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.FaceTime.IntentsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DoNotDisturb.Intents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.PDFKit.PDFImporter
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.GenerativePlaygroundApp.GenerativePlaygroundAppIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.settings.Storage
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.ToolKit.shortcuts
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.reminders
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.helpviewer
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.lighthouse.IEMetricsWorker
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Home.HomeUIUserList
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.LighthouseBitacoraFramework.LighthouseBitacoraPlugin
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.AuthKitUI.AKAppSSOExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.settings-intents.AppearanceIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.car.PnRCarPlayOnDeviceWorker
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.quicklook.thumbnail.ImageExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.oraclecorp.int.OracleSiteBlocker.Extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.transcriptBackgroundPoster.GradientExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Startup-Disk-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.InferenceProviderService
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.fskit.msdos
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.NewDeviceOutreachMac.Extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.shortcuts.Run-Workflow
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.generativeassistanttools.GenerativeAssistantExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.ScreenTime
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.StorageDESDXC
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.settings-intents.LoginItemsIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Music.MusicStorageExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.SystemProfiler.AboutExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Desktop-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.SiriGeo.SiriGeoIntentExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Photos.StorageManagementExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.mapkit.private.RemoteUI
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.HostInferenceProviderService
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.diagnosticextensions.osx.systemprofile
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Family-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.AppleMediaServices.FollowUpExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.NewDeviceOutreach.NewDeviceOutreachIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Safari.DiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.iCal.FaceTimeExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Software-Update-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Game-Center-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Safari.SafariQuickLookPreview
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.GenerativePlaygroundApp.MessagesExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.UIUnderstanding.diagnosticextension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.diagnosticextensions.osx.filevault
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.cloudml.inference.PrivateMLClientInferenceProviderService
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.freeform.USDRendererExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.settings-intents.PrinterScannerIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.share.AirDrop.send
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.inputmethod.VietnameseIM
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.PhotosIntelligence.PhotosStoryDiagnostics
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.inference.SiriInference.SiriInferenceRuntimeDiagnostics
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.WiFiVelocity.DiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.messages.ShareExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Animoji.StickersApp.MessagesExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.sysdiagnose
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.settings.Storage.StorageSettingsIntentsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ScreenSaver.Engine.legacyScreenSaver.x86-64
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.STMExtension.Mail
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.LoginItems-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ScreenSaver-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.SiriPrivateLearningAnalytics.SiriUserSegments.Plugin
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.family.FamilyIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.batteryui.BatterySettingsIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Photos.MacMusicPickerExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CloudSharingUI.CreateiCloudLinkExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.SceneKitQLThumbnailExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.PhotosUIPrivate.PhotosPosterProvider
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ibooks.BookLibraryCore.BooksAskPermissionExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.BiometricKit.BioLogDiagnostic
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.AVConference.Diagnostic
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.STMExtension.Developer
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.inputmethod.ChineseHandwriting
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.StoreKit.SKAskPermissionExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.inputmethod.SCIM
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Screen-Time-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.wallpaper.extension.monterey
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ImagePlayground.DiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.STMExtension.GarageBand
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.AskToExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ScreenSaver.iLife-Slideshow-Extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.weather
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.WorkflowUI.CatalystContentExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.parsec.CoreParsec.SearchPoirotExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.findmy.FindMyCoreFollowUpExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.priml.PFLMLHostPlugins.FedAutoEvalPlugin
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.freeform.sharingextension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CoreMotionFoundationModelExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.SiriIdentityInternal.IdentityIntentExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.microsoft.Powerpoint.widgetextension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.quicklook.thumbnail.PackageExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.podcasts
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.tips.TipsAppQuicklook-macOS
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.TextToSpeechVoiceBankingSupport.VoiceBankingDiagnostics
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.shortcuts
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.MobileAddressBook.RemoteCatalystPosterExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Profiles-Settings.intents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Passwords-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Flurry
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.FamilyExtensionHost.FamilyOutOfProcessUIExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.AppStoreDaemon.ASDAskPermissionExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.microsoft.Word.widgetextension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Accessibility-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.biome.BiomeStreams.BiomeLighthousePlugin
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.inputmethod.Kotoeri.KanaTyping
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.wifiqa.NPTKit.NPTWiFiDiagnosticsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.AudioAppIntentsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.quicklook.thumbnail.FontExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.intelligenceplatform.IntelligencePlatform.IntelligencePlatformDataActionsAppIntentsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.TransparencyUI.SWTFollowUpExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.journal.JournalShareExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Translation.TranslationAPISupportExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.UniversalAccess.UASettingsShortcuts
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.SiriTimeInternal.TimerIntentsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.HomeAppIntentsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.tips.TipsQuicklook
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Lock-Screen-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Battery-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Home.HomeDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ScreenSaver.Hello
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.diagnosticextensions.osx.spotlight
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.AccountsUISettings.AppIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.priml.PFLMLHostPlugins.SiriAutoEvalPlugin
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Localization-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.systempreferences.DisplaysSettingsIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.PaperKit.Extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.quicklook.thumbnail.WebExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.FaceTime.ShareExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.MobileSMS.MessagesPluginNotificationExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.RAQLPreviewExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.VoiceMemos.VoiceMemosIntentsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.HomeKit.HomeKitCustomerDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.NetworkEndpointPickerUI.DDUIExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Trackpad-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CoreEmbeddedSpeechRecognition.SpeechAudioDiagnostic
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.HeadphoneSettings
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.SiriSettingsIntents.SettingsIntentExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.aiml.mlpt.PriML.FedStats.PluginNonDnU
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Spotlight-Settings.extension.SpotlightSettingsIntentsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ScreenTimeSwift.ScreenTimeDeviceActivityMonitorExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Print-Scan-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Transfer-Reset-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/net.whatsapp.WhatsApp.Intents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.OnDeviceAnalytics.SiriAttentionAndInvocationExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.iBooksX.CacheDelete
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.settings-intents.UsersGroupsIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.NetworkExtension.IKEv2Provider
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.share.System.add-to-safari-reading-list
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siriplugin.FileSearch
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ClassKit.ClassKitAppIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.AuthKitUI.AKFollowUpServerUIExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.share.Mail.compose
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Wallpaper-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.MailShareExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.gamecenter.GameCenterUIService.GameCenterMessageExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Home.HomeWidgetIntentsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.MediaRemoteAppIntentsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.clock
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CloudDocs.iCloudDriveFileProviderManaged
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.GameCenter.Settings.DeviceExpertExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.inputmethod.TYIM
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.microsoft.onenote.mac.shareextension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.preferences.sharing.SharingPrefsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CalendarUI.SpotlightEventPreview
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ibooks.BookLibrary.BooksDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.replayKit.RPBroadcastActivityExtension-macOS
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.BluetoothSettingsApp.BluetoothSettingsAppIntentsWidget
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.WorkflowUI.AddShortcutExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.GameCenterDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Notes.SharingExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.fskit.exfat
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.PaperKit.extension.ui
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.VisualGeneration.inference
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.openai.chat.Widgets
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.mobiletimer.ClockAppIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.AirDrop-Handoff-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.messages.ReplyExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ActionKit.BundledIntentHandler
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.OFDPreview
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.icloud.apps.messages.business.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.notifications.NotificationsSettingsIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.reminders.sharingextension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.OFDThumbnail
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.findmy.FindMyIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.AirPlay
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Siri-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.FileProviderDaemon.diagnostic
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ScreenTime.ScreenTimeWebExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.iCloudDriveCore.diagnostic
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.calls.PhoneAppIntentsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.iBooks.BooksNotificationContentExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.replayKit.RPVideoEditorExtension-macOS
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.quicklook.thumbnail.TextExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.mail.MailNotificationContentExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.settings-intents.DateTimeIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Notes.QuickLookExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.BluetoothHeadset
