kind,size,size_kb,root,depth,path,nested_under,rollup_parent
support/container,15.5 GiB,16204448,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Google,,true
support/container,12.6 GiB,13197080,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Google/Chrome,/Users/yaniv/Library/Application Support/Google,false
support/container,11.0 GiB,11490696,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.docker.docker,,false
support/container,5.8 GiB,6044636,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/MacWhisper,,true
support/container,5.8 GiB,6044592,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/MacWhisper/models,/Users/yaniv/Library/Application Support/MacWhisper,false
cache-like,4.4 GiB,4584948,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/Google,,true
support/container,4.0 GiB,4198908,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/F98DF0E3-829E-4D03-BEAF-A6D6ACD38F34,,false
support/container,3.8 GiB,3948196,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Comet,,true
cache-like,3.6 GiB,3809940,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/Google/Chrome,/Users/yaniv/Library/Caches/Google,false
support/container,3.5 GiB,3682308,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Microsoft,,true
support/container,3.4 GiB,3587696,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/6N38VWS5BX.ru.keepcoder.Telegram,,false
support/container,3.4 GiB,3584160,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/Default,/Users/yaniv/Library/Application Support/Comet,false
support/container,3.0 GiB,3191408,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Code,,true
cache-like,2.3 GiB,2447120,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.operasoftware.Opera,,true
support/container,2.3 GiB,2395216,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/com.docker.install,,true
support/container,2.3 GiB,2395216,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.docker.install/in_progress,/Users/yaniv/Library/Application Support/com.docker.install,false
cache-like,2.2 GiB,2343552,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.spotify.client,,true
support/container,2.2 GiB,2274864,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft/Teams,/Users/yaniv/Library/Application Support/Microsoft,false
cache-like,1.9 GiB,2008928,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.openai.atlas,,true
cache-like,1.9 GiB,1961708,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/pip,,true
cache-like,1.7 GiB,1792440,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.operasoftware.Opera/Default,/Users/yaniv/Library/Caches/com.operasoftware.Opera,false
cache-like,1.7 GiB,1748868,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/Microsoft Edge,,true
cache-like,1.7 GiB,1748868,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/Microsoft Edge/Default,/Users/yaniv/Library/Caches/Microsoft Edge,false
cache-like,1.6 GiB,1696380,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.openai.atlas/browser-data,/Users/yaniv/Library/Caches/com.openai.atlas,false
cache-like,1.6 GiB,1679268,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/Arc,,true
cache-like,1.6 GiB,1668644,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/Arc/User Data,/Users/yaniv/Library/Caches/Arc,false
support/container,1.6 GiB,1657084,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/243LU875E5.groups.com.apple.podcasts,,false
support/container,1.5 GiB,1545308,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Google/GoogleUpdater,/Users/yaniv/Library/Application Support/Google,false
support/container,1.5 GiB,1533704,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Code - Insiders,,true
support/container,1.5 GiB,1520856,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.tinyspeck.slackmacgap,,false
cache-like,1.4 GiB,1497256,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/Homebrew,,true
support/container,1.4 GiB,1462160,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Google/Chrome Canary,/Users/yaniv/Library/Application Support/Google,false
cache-like,1.4 GiB,1428084,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code/CachedExtensionVSIXs,/Users/yaniv/Library/Application Support/Code,false
support/container,1.3 GiB,1407424,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft/EdgeUpdater,/Users/yaniv/Library/Application Support/Microsoft,false
cache-like,1.3 GiB,1401572,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/Homebrew/downloads,/Users/yaniv/Library/Caches/Homebrew,false
support/container,1.3 GiB,1329616,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Microsoft Edge,,true
support/container,1.1 GiB,1179016,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/UBF8T346G9.Office,,false
support/container,1.1 GiB,1125340,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Arc,,true
support/container,1.1 GiB,1120632,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/com.operasoftware.Opera,,true
support/container,1.1 GiB,1110432,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Arc/User Data,/Users/yaniv/Library/Application Support/Arc,false
cache-like,1.1 GiB,1107788,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/Firefox,,true
cache-like,1.1 GiB,1107788,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/Firefox/Profiles,/Users/yaniv/Library/Caches/Firefox,false
cache-like,960.8 MiB,983900,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/Comet,,true
cache-like,960.8 MiB,983900,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/Comet/Default,/Users/yaniv/Library/Caches/Comet,false
cache-like,959.0 MiB,982044,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.spotify.client/Default,/Users/yaniv/Library/Caches/com.spotify.client,false
cache-like,949.8 MiB,972560,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/JetBrains,,true
cache-like,943.2 MiB,965832,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/pip/http,/Users/yaniv/Library/Caches/pip,false
cache-like,905.8 MiB,927552,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/pip/http-v2,/Users/yaniv/Library/Caches/pip,false
support/container,829.7 MiB,849628,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/Default,/Users/yaniv/Library/Application Support/Microsoft Edge,false
cache-like,821.8 MiB,841540,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/BraveSoftware,,true
cache-like,821.8 MiB,841540,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/BraveSoftware/Brave-Browser,/Users/yaniv/Library/Caches/BraveSoftware,false
cache-like,821.3 MiB,840996,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.python,,true
support/container,812.1 MiB,831584,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Dia,,true
support/container,805.1 MiB,824420,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Dia/User Data,/Users/yaniv/Library/Application Support/Dia,false
cache-like,758.5 MiB,776724,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.spotify.client/Data,/Users/yaniv/Library/Caches/com.spotify.client,false
cache-like,756.8 MiB,774952,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/Google/Chrome Canary,/Users/yaniv/Library/Caches/Google,false
cache-like,662.5 MiB,678424,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/JetBrains/PyCharmCE2022.1,/Users/yaniv/Library/Caches/JetBrains,false
support/container,658.4 MiB,674196,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/Default,/Users/yaniv/Library/Application Support/com.operasoftware.Opera,false
support/container,626.8 MiB,641864,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/com.openai.atlas,,true
support/container,616.3 MiB,631132,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Spotify,,true
support/container,612.6 MiB,627352,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.openai.atlas/browser-data,/Users/yaniv/Library/Application Support/com.openai.atlas,false
support/container,599.9 MiB,614248,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Dropbox,,true
support/container,598.2 MiB,612532,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code/Service Worker,/Users/yaniv/Library/Application Support/Code,false
cache-like,588.5 MiB,602616,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Spotify/PersistentCache,/Users/yaniv/Library/Application Support/Spotify,false
cache-like,585.6 MiB,599648,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.python/Users,/Users/yaniv/Library/Caches/com.apple.python,false
support/container,582.3 MiB,596284,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/dev.warp.Warp-Stable,,true
support/container,582.2 MiB,596136,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/dev.warp.Warp-Stable/autoupdate,/Users/yaniv/Library/Application Support/dev.warp.Warp-Stable,false
cache-like,523.5 MiB,536044,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code - Insiders/CachedExtensionVSIXs,/Users/yaniv/Library/Application Support/Code - Insiders,false
cache-like,494.4 MiB,506308,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/Mozilla,,true
cache-like,494.4 MiB,506308,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/Mozilla/updates,/Users/yaniv/Library/Caches/Mozilla,false
cache-like,483.4 MiB,495024,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/SiriTTS,,false
support/container,477.9 MiB,489344,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.mediaanalysisd,,false
support/container,472.1 MiB,483408,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/BraveSoftware,,true
support/container,472.1 MiB,483408,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser,/Users/yaniv/Library/Application Support/BraveSoftware,false
support/container,457.2 MiB,468204,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/com.apple.wallpaper,,true
support/container,457.2 MiB,468200,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.apple.wallpaper/aerials,/Users/yaniv/Library/Application Support/com.apple.wallpaper,false
cache-like,453.4 MiB,464272,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.spotify.client/Browser,/Users/yaniv/Library/Caches/com.spotify.client,false
cache-like,453.1 MiB,464024,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code/Cache,/Users/yaniv/Library/Application Support/Code,false
support/container,428.0 MiB,438284,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/JetBrains,,true
cache-like,395.4 MiB,404896,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/Dia,,true
cache-like,395.4 MiB,404896,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/Dia/User Data,/Users/yaniv/Library/Caches/Dia,false
support/container,391.9 MiB,401316,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.geod,,false
support/container,386.8 MiB,396072,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code - Insiders/Service Worker,/Users/yaniv/Library/Application Support/Code - Insiders,false
support/container,363.8 MiB,372576,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Dropbox/DropboxUpdater,/Users/yaniv/Library/Application Support/Dropbox,false
cache-like,338.3 MiB,346396,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.operasoftware.Opera/Cache,/Users/yaniv/Library/Caches/com.operasoftware.Opera,false
support/container,310.2 MiB,317640,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Perplexity,,true
support/container,310.2 MiB,317640,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Perplexity/CometUpdater,/Users/yaniv/Library/Application Support/Perplexity,false
cache-like,300.9 MiB,308172,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.operasoftware.Opera/Code Cache,/Users/yaniv/Library/Caches/com.operasoftware.Opera,false
cache-like,300.7 MiB,307928,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.callintelligenced,,true
cache-like,300.7 MiB,307928,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.callintelligenced/com.apple.e5rt.e5bundlecache,/Users/yaniv/Library/Caches/com.apple.callintelligenced,false
cache-like,300.7 MiB,307928,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.openai.atlas/com.apple.e5rt.e5bundlecache,/Users/yaniv/Library/Caches/com.openai.atlas,false
cache-like,300.7 MiB,307928,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.textunderstandingd,,true
cache-like,300.7 MiB,307928,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.textunderstandingd/com.apple.e5rt.e5bundlecache,/Users/yaniv/Library/Caches/com.apple.textunderstandingd,false
support/container,296.6 MiB,303712,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/Service Worker,/Users/yaniv/Library/Application Support/com.operasoftware.Opera,false
cache-like,295.1 MiB,302224,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code - Insiders/Cache,/Users/yaniv/Library/Application Support/Code - Insiders,false
support/container,289.0 MiB,295912,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/ru.keepcoder.Telegram,,false
support/container,274.7 MiB,281300,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/GitKrakenCLI,,true
support/container,267.8 MiB,274232,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Cursor,,true
support/container,266.3 MiB,272700,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.podcasts,,false
cache-like,261.3 MiB,267600,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/SiriTTS/BNNSModels,/Users/yaniv/Library/Caches/SiriTTS,false
support/container,250.2 MiB,256180,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code/User,/Users/yaniv/Library/Application Support/Code,false
cache-like,248.8 MiB,254784,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/JetBrains/PyCharmCE2022.2,/Users/yaniv/Library/Caches/JetBrains,false
support/container,244.6 MiB,250444,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code - Insiders/User,/Users/yaniv/Library/Application Support/Code - Insiders,false
support/container,242.6 MiB,248428,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/GitKrakenCLI/versions,/Users/yaniv/Library/Application Support/GitKrakenCLI,false
support/container,232.2 MiB,237752,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/zoom.us,,true
support/container,232.2 MiB,237748,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/zoom.us/data,/Users/yaniv/Library/Application Support/zoom.us,false
support/container,230.1 MiB,235668,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Dropbox/Partitions,/Users/yaniv/Library/Application Support/Dropbox,false
support/container,206.0 MiB,210952,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/JetBrains/PyCharmCE2022.2,/Users/yaniv/Library/Application Support/JetBrains,false
support/container,206.0 MiB,210948,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/JetBrains/PyCharmCE2022.1,/Users/yaniv/Library/Application Support/JetBrains,false
cache-like,204.4 MiB,209292,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code/CachedData,/Users/yaniv/Library/Application Support/Code,false
support/container,200.5 MiB,205360,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Wondershare Filmora 10,,true
cache-like,197.2 MiB,201888,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.python/private,/Users/yaniv/Library/Caches/com.apple.python,false
cache-like,187.0 MiB,191460,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/component_crx_cache,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,181.0 MiB,185328,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.iBooksX,,false
support/container,172.8 MiB,176980,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code/WebStorage,/Users/yaniv/Library/Application Support/Code,false
support/container,172.2 MiB,176284,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.microsoft.Outlook,,false
cache-like,170.4 MiB,174472,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.oracle.java.JavaAppletPlugin,,true
cache-like,170.4 MiB,174472,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.oracle.java.JavaAppletPlugin/org.sparkle-project.Sparkle,/Users/yaniv/Library/Caches/com.oracle.java.JavaAppletPlugin,false
support/container,168.6 MiB,172644,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/ProvenanceData,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,167.6 MiB,171668,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Preview,,false
cache-like,166.9 MiB,170940,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/extensions_crx_cache,/Users/yaniv/Library/Application Support/Comet,false
support/container,148.1 MiB,151644,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Wondershare Filmora 10/Default Effects,/Users/yaniv/Library/Application Support/Wondershare Filmora 10,false
support/container,146.7 MiB,150240,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Firefox,,true
support/container,145.4 MiB,148920,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Firefox/Profiles,/Users/yaniv/Library/Application Support/Firefox,false
support/container,144.6 MiB,148100,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/A251A4BA-1BCF-4E80-ADF7-4C579475E29F,,false
support/container,144.0 MiB,147452,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.microsoft.Powerpoint,,false
cache-like,139.2 MiB,142548,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/company.thebrowser.dia,,true
cache-like,139.0 MiB,142368,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/company.thebrowser.dia/ModelFileCache,/Users/yaniv/Library/Caches/company.thebrowser.dia,false
cache-like,137.4 MiB,140648,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Caches,,true
cache-like,137.4 MiB,140648,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Caches/draw.io-updater,/Users/yaniv/Library/Application Support/Caches,false
support/container,127.7 MiB,130768,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.wallpaper.agent,,false
support/container,122.2 MiB,125168,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.microsoft.Word,,false
cache-like,115.8 MiB,118528,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/node-gyp,,true
support/container,106.4 MiB,108948,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Cursor/User,/Users/yaniv/Library/Application Support/Cursor,false
support/container,105.0 MiB,107516,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.goodsnooze.MacWhisper,,false
support/container,104.3 MiB,106756,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.microsoft.Excel,,false
support/container,94.1 MiB,96384,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.photoanalysisd,,false
cache-like,85.9 MiB,88000,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/us.zoom.xos,,true
cache-like,85.9 MiB,87920,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/us.zoom.xos/WebKit,/Users/yaniv/Library/Caches/us.zoom.xos,false
cache-like,79.8 MiB,81740,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/puccinialin,,true
cache-like,76.6 MiB,78460,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Cursor/CachedData,/Users/yaniv/Library/Application Support/Cursor,false
support/container,71.9 MiB,73608,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Photos,,false
cache-like,71.9 MiB,73604,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Cursor/Cache,/Users/yaniv/Library/Application Support/Cursor,false
support/container,70.8 MiB,72548,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/com.apple.mobileAssetDesktop,,false
cache-like,69.3 MiB,70944,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/puccinialin/cargo,/Users/yaniv/Library/Caches/puccinialin,false
support/container,66.7 MiB,68344,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/azuredatastudio,,true
cache-like,66.5 MiB,68132,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/pip/wheels,/Users/yaniv/Library/Caches/pip,false
cache-like,65.9 MiB,67432,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.CharacterPaletteIM,,true
cache-like,65.9 MiB,67432,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.CharacterPaletteIM/com.apple.e5rt.e5bundlecache,/Users/yaniv/Library/Caches/com.apple.CharacterPaletteIM,false
cache-like,64.3 MiB,65832,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/GeoServices,,true
support/container,62.4 MiB,63888,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/pypoetry,,true
support/container,62.4 MiB,63884,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/pypoetry/venv,/Users/yaniv/Library/Application Support/pypoetry,false
cache-like,62.3 MiB,63844,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/node-gyp/25.9.0,/Users/yaniv/Library/Caches/node-gyp,false
support/container,55.3 MiB,56624,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Claude,,true
cache-like,53.4 MiB,54684,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/node-gyp/23.7.0,/Users/yaniv/Library/Caches/node-gyp,false
cache-like,50.2 MiB,51384,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/component_crx_cache,/Users/yaniv/Library/Application Support/Comet,false
cache-like,49.0 MiB,50220,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/GeoServices/Resources,/Users/yaniv/Library/Caches/GeoServices,false
cache-like,46.4 MiB,47476,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/Homebrew/api,/Users/yaniv/Library/Caches/Homebrew,false
cache-like,45.6 MiB,46668,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/azuredatastudio/CachedExtensionVSIXs,/Users/yaniv/Library/Application Support/azuredatastudio,false
cache-like,45.2 MiB,46280,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Claude/Cache,/Users/yaniv/Library/Application Support/Claude,false
support/container,44.2 MiB,45304,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/org.p0deje.Maccy,,false
support/container,43.9 MiB,44924,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/WasmTtsEngine,/Users/yaniv/Library/Application Support/Comet,false
cache-like,42.2 MiB,43240,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.tipsd,,true
support/container,40.5 MiB,41520,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/G7HH3F8CAK.com.getdropbox.dropbox.sync,,false
cache-like,40.4 MiB,41404,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.spotify.client/component_crx_cache,/Users/yaniv/Library/Caches/com.spotify.client,false
support/container,39.6 MiB,40600,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Blackmagic Design,,true
support/container,39.6 MiB,40600,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Blackmagic Design/DaVinci Resolve,/Users/yaniv/Library/Application Support/Blackmagic Design,false
cache-like,38.8 MiB,39748,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.tipsd/fsCachedData,/Users/yaniv/Library/Caches/com.apple.tipsd,false
support/container,38.5 MiB,39444,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.AvatarUI.AvatarPickerMemojiPicker,,false
cache-like,38.4 MiB,39352,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/JetBrains/PyCharmCE2021.3,/Users/yaniv/Library/Caches/JetBrains,false
cache-like,37.6 MiB,38552,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.helpd,,true
cache-like,37.4 MiB,38264,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.python/Library,/Users/yaniv/Library/Caches/com.apple.python,false
support/container,34.8 MiB,35620,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Wondershare Filmora 10/Fonts,/Users/yaniv/Library/Application Support/Wondershare Filmora 10,false
cache-like,33.7 MiB,34472,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code - Insiders/CachedData,/Users/yaniv/Library/Application Support/Code - Insiders,false
support/container,33.3 MiB,34120,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Docker Desktop,,true
cache-like,29.1 MiB,29808,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.e5rt.e5bundlecache,,true
cache-like,29.1 MiB,29808,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.e5rt.e5bundlecache/25E253,/Users/yaniv/Library/Caches/com.apple.e5rt.e5bundlecache,false
support/container,28.9 MiB,29640,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/converted_themes,/Users/yaniv/Library/Application Support/com.operasoftware.Opera,false
cache-like,28.3 MiB,29012,/Users/yaniv/Library/Logs,1,/Users/yaniv/Library/Logs/zoom.us,,true
support/container,28.1 MiB,28816,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.AppStore,,false
